GGP,SO,TAXON,CHEBI,GO,CL,DNA,CELL_TYPE,CELL_LINE,RNA,PROTEIN,DISEASE,CHEMICAL,AMINO_ACID,ANATOMICAL_SYSTEM,CANCER,CELL,CELLULAR_COMPONENT,DEVELOPING_ANATOMICAL_STRUCTURE,GENE_OR_GENE_PRODUCT,IMMATERIAL_ANATOMICAL_ENTITY,MULTI_TISSUE_STRUCTURE,ORGAN,ORGANISM,ORGANISM_SUBDIVISION,ORGANISM_SUBSTANCE,PATHOLOGICAL_FORMATION,SIMPLE_CHEMICAL,TISSUE,label_fake
0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,1,39,77,0,0,1,0,0,0,6,47,83,0,0,5,5,0,0,1,2,1,9,15,5,0,0,70,4,1
0,0,16,0,0,0,0,1,1,0,5,7,1,0,0,0,2,1,0,0,0,0,2,9,0,0,0,2,0,1
0,0,6,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1
0,8,43,5,0,2,1,1,2,0,6,31,4,0,0,0,4,2,0,1,0,1,5,10,0,0,0,3,0,1
0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,18,61,10,0,3,2,4,1,0,14,12,0,0,0,0,4,1,0,1,1,1,0,24,0,0,0,0,0,0
0,5,19,2,0,0,3,0,0,0,19,9,11,0,0,0,0,3,0,2,0,0,0,11,2,0,1,11,0,1
0,1,3,0,2,0,0,0,0,0,5,1,0,0,0,0,1,4,0,0,0,0,0,1,0,0,2,0,0,1
2,4,28,0,0,0,2,0,0,0,1,7,0,0,0,0,0,0,0,3,0,0,0,13,1,0,0,0,0,1
0,0,6,14,0,0,1,0,0,0,2,2,16,0,0,0,0,1,0,0,0,0,0,14,1,0,0,15,0,1
2,3,42,75,5,18,1,12,1,0,17,29,73,0,0,3,22,7,0,3,3,0,2,25,1,0,3,72,6,1
3,10,46,15,3,19,2,7,0,0,9,25,4,0,0,4,17,5,0,3,0,1,4,9,0,0,0,6,7,0
0,5,63,3,1,0,4,3,4,0,15,60,3,0,0,2,5,5,0,2,0,1,5,29,2,0,1,2,2,0
0,0,18,1,0,0,1,0,0,0,1,16,5,1,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1
0,2,24,0,0,0,0,0,1,0,10,15,1,0,0,0,1,3,0,1,0,1,0,7,0,0,0,1,0,1
1,1,12,0,0,0,3,0,0,0,2,6,2,0,0,1,0,0,0,0,0,0,0,7,1,0,0,2,0,1
0,0,11,1,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,9,1,0,0,0,0,1
4,0,3,9,0,0,0,0,0,0,0,5,12,0,0,0,1,1,0,0,0,0,0,7,0,0,0,12,0,1
1,1,5,8,0,2,1,2,2,0,3,7,11,0,0,0,4,0,0,2,0,0,0,6,0,0,0,10,1,1
2,1,6,15,0,4,1,0,0,0,3,1,18,0,0,0,5,0,0,0,0,0,0,5,1,0,0,15,0,1
0,0,5,8,0,0,1,0,0,0,4,7,14,0,0,0,0,1,0,0,0,0,0,11,0,0,0,13,0,1
2,0,3,5,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,0,1
1,1,5,5,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0,2,1,0,0,7,0,1
0,0,4,2,0,0,0,0,1,0,3,8,1,0,0,0,1,0,0,0,0,0,0,2,2,0,0,1,1,0
0,0,23,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,1,0,1
0,0,34,0,0,0,0,2,0,0,12,36,1,0,0,1,0,6,0,5,0,0,0,19,0,0,1,3,0,1
1,1,8,1,0,0,0,0,0,0,3,9,1,0,0,0,0,0,0,2,0,0,1,5,0,0,0,1,0,1
0,1,4,0,0,0,0,0,0,0,1,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
10,54,71,22,1,20,9,17,3,0,76,35,4,9,0,1,23,3,0,21,0,2,4,41,0,0,0,3,4,1
0,25,14,2,0,0,8,0,0,0,6,7,0,0,0,0,0,1,0,0,0,1,0,4,0,0,0,0,0,0
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,38,73,9,1,0,11,0,0,0,11,22,2,0,0,0,1,1,0,1,1,0,3,27,0,0,0,5,1,1
0,23,79,13,0,1,10,0,0,0,10,18,5,5,0,0,2,0,0,0,0,0,1,15,0,0,0,7,0,1
0,19,12,3,0,0,6,0,0,0,7,7,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0
2,6,65,37,0,4,2,0,0,0,4,42,38,0,0,2,10,2,0,2,2,2,9,25,3,0,0,40,3,1
0,0,2,4,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,1
0,3,15,1,0,0,2,1,0,0,2,11,1,0,0,3,1,0,0,0,0,0,0,3,0,0,0,0,0,1
0,9,63,7,0,0,1,2,0,0,12,23,6,0,0,1,2,0,0,1,0,1,1,17,0,0,0,1,1,1
3,5,1,44,1,13,2,6,0,0,9,48,12,0,0,22,37,3,0,2,2,2,12,6,3,0,2,18,3,1
0,3,43,4,0,0,5,0,4,0,13,32,2,0,0,4,3,2,0,2,2,0,2,15,2,0,2,4,3,1
1,6,45,2,0,0,6,1,2,0,10,18,11,0,0,4,2,2,0,8,0,0,0,4,0,0,0,9,0,1
2,4,38,50,1,1,0,2,1,0,19,65,54,0,1,2,7,1,0,1,4,3,4,32,3,0,1,48,5,1
0,4,10,16,0,1,4,1,3,0,13,19,15,0,0,1,2,3,0,2,0,1,7,9,2,0,0,18,0,1
1,8,71,46,1,6,1,0,0,0,6,41,50,0,0,1,11,2,0,1,2,1,9,21,4,0,0,39,4,1
1,25,57,6,0,5,4,3,4,0,13,20,0,0,0,2,10,25,0,7,2,1,7,22,0,0,0,0,1,1
0,1,11,19,0,1,0,0,2,0,0,10,11,3,0,1,3,3,0,1,0,2,3,5,3,0,0,13,4,1
0,0,11,1,0,0,0,0,1,0,0,6,1,0,0,0,1,0,0,1,0,0,2,3,0,0,0,1,0,1
0,1,9,1,1,0,0,0,0,0,3,12,1,0,0,0,0,2,0,0,0,0,0,4,0,0,0,2,0,1
0,2,15,15,0,1,0,0,0,0,0,7,9,0,0,0,2,3,0,2,0,2,3,10,0,0,2,3,0,1
1,1,6,21,0,0,0,0,0,0,1,17,21,0,0,2,2,3,0,1,2,0,1,9,1,0,1,14,0,1
0,4,25,36,1,0,0,0,0,0,2,41,34,0,0,1,4,1,0,3,2,2,16,7,0,0,2,23,5,1
1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,3,10,4,0,0,1,0,1,0,5,2,1,0,0,0,0,1,0,2,0,0,1,1,2,0,0,1,0,1
0,2,22,2,0,0,0,0,1,0,0,11,1,0,0,1,0,0,0,1,0,0,1,5,1,0,0,1,0,1
0,2,6,0,0,0,0,0,0,0,2,3,1,0,0,1,1,0,0,1,0,0,0,2,1,0,0,1,0,1
0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
1,1,7,3,1,0,0,0,1,0,3,7,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1
4,19,29,9,0,4,2,1,2,0,29,8,1,0,0,1,4,3,0,6,1,0,1,14,0,0,0,0,0,1
4,19,29,9,0,4,2,1,2,0,29,8,1,0,0,1,4,3,0,6,1,0,1,14,0,0,0,0,0,1
1,1,7,3,1,0,0,0,1,0,3,7,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1
0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
0,2,6,0,0,0,0,0,0,0,2,3,1,0,0,1,1,0,0,1,0,0,0,2,1,0,0,1,0,1
0,2,22,2,0,0,0,0,1,0,0,11,1,0,0,1,0,0,0,1,0,0,1,5,1,0,0,1,0,1
0,3,10,4,0,0,1,0,1,0,5,2,1,0,0,0,0,1,0,2,0,0,1,1,2,0,0,1,0,1
0,3,10,4,0,0,1,0,1,0,5,2,1,0,0,0,0,1,0,2,0,0,1,1,2,0,0,1,0,1
0,2,22,2,0,0,0,0,1,0,0,11,1,0,0,1,0,0,0,1,0,0,1,5,1,0,0,1,0,1
1,1,7,3,1,0,0,0,1,0,3,7,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1
1,1,7,3,1,0,0,0,1,0,3,7,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1
0,2,22,2,0,0,0,0,1,0,0,11,1,0,0,1,0,0,0,1,0,0,1,5,1,0,0,1,0,1
4,19,29,9,0,4,2,1,2,0,29,8,1,0,0,1,4,3,0,6,1,0,1,14,0,0,0,0,0,1
0,3,10,4,0,0,1,0,1,0,5,2,1,0,0,0,0,1,0,2,0,0,1,1,2,0,0,1,0,1
0,2,22,2,0,0,0,0,1,0,0,11,1,0,0,1,0,0,0,1,0,0,1,5,1,0,0,1,0,1
0,2,6,0,0,0,0,0,0,0,2,3,1,0,0,1,1,0,0,1,0,0,0,2,1,0,0,1,0,1
0,2,22,2,0,0,0,0,1,0,0,11,1,0,0,1,0,0,0,1,0,0,1,5,1,0,0,1,0,1
0,6,19,2,0,0,0,1,0,0,7,2,0,0,0,0,1,0,0,1,0,0,0,6,0,0,0,0,0,1
0,8,8,1,0,1,2,1,1,0,1,2,2,0,0,0,1,1,0,0,0,0,1,4,0,0,0,2,0,1
0,1,15,4,2,0,0,0,1,0,1,6,0,0,0,0,1,1,0,0,0,0,0,3,1,0,0,0,0,1
0,21,52,6,0,0,5,2,1,0,12,30,1,0,0,0,1,0,0,1,0,1,0,33,0,0,0,1,0,1
0,4,13,2,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
0,0,9,0,0,0,2,1,0,0,6,3,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,1
2,7,14,1,1,0,5,2,1,0,4,9,0,3,0,0,1,1,0,0,0,0,0,8,1,0,0,2,0,1
0,0,5,0,0,0,2,0,0,0,2,2,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,2,1,1
1,25,58,7,0,6,3,3,4,0,11,21,0,0,0,3,11,24,0,7,2,1,7,22,0,0,0,0,1,1
3,1,30,6,0,1,4,2,3,0,26,52,8,2,0,1,4,2,0,11,0,0,6,16,1,0,0,2,2,1
0,6,34,10,0,0,2,0,1,0,3,27,6,0,0,1,2,0,0,5,0,0,1,14,0,0,0,4,1,1
0,0,4,0,0,0,0,0,0,0,6,17,1,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,1
0,6,13,0,1,1,4,0,0,0,14,22,4,0,0,4,2,5,0,6,0,0,3,19,1,0,0,4,0,1
0,8,25,4,0,0,2,1,0,0,8,40,2,0,0,2,0,5,0,2,0,1,4,12,1,0,0,2,0,1
0,1,3,6,0,2,0,0,1,0,1,6,8,0,0,0,2,0,0,0,0,0,0,10,0,0,0,8,0,1
0,0,3,4,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,1
0,4,32,0,1,0,0,1,0,0,1,4,1,0,0,0,1,1,0,0,0,0,0,11,0,0,0,2,0,1
0,5,26,2,0,0,2,0,0,0,2,9,3,0,0,2,0,0,0,3,0,1,1,4,1,0,0,1,0,1
0,0,9,2,0,0,0,0,0,0,3,8,1,0,0,0,0,1,0,0,0,0,0,3,0,0,0,2,0,1
1,2,26,2,0,0,2,1,3,0,14,21,4,1,0,0,4,4,0,2,0,1,0,8,0,0,0,3,0,1
0,2,13,0,0,0,0,0,0,0,3,3,3,0,0,1,0,1,0,1,0,0,0,8,1,0,0,0,1,1
0,2,22,6,1,0,0,0,1,0,8,25,1,0,0,0,0,3,0,1,0,1,0,9,3,0,0,1,0,1
0,0,8,0,0,0,0,1,0,0,5,8,0,0,0,0,1,1,0,0,0,0,0,4,0,0,0,0,0,1
1,4,16,13,0,0,2,1,2,0,8,22,14,0,0,2,3,3,0,3,0,0,4,7,0,0,1,11,0,1
0,3,15,1,0,0,0,0,0,0,5,16,2,0,0,0,0,1,0,1,0,2,1,3,1,0,0,1,0,1
0,0,1,2,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,9,94,9,0,1,4,1,1,0,17,34,5,2,0,1,4,4,0,12,0,1,7,27,1,0,2,3,2,1
0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1,9,60,13,8,4,3,1,1,0,9,18,3,0,0,2,6,2,0,2,0,0,3,18,3,0,1,2,1,0
2,4,37,7,1,1,1,0,3,0,5,14,1,0,0,0,5,1,0,0,0,0,1,13,1,0,0,1,0,0
0,0,0,1,0,0,0,1,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1
0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,5,14,2,0,0,0,0,0,0,4,2,1,2,0,0,0,3,0,0,0,0,0,1,0,0,1,7,0,1
0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,2,13,1,0,0,1,0,2,0,1,7,1,0,0,0,0,1,0,0,0,0,1,7,0,0,0,0,0,1
0,8,44,5,0,2,1,1,2,0,6,32,4,0,0,0,4,2,0,2,0,1,5,10,0,0,0,3,0,1
0,4,27,1,1,0,1,1,0,0,2,2,2,1,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,1
0,1,28,1,0,0,0,0,1,0,0,3,1,0,0,0,2,0,0,0,0,0,1,10,0,0,0,1,0,1
0,1,23,0,0,1,1,0,1,0,2,7,1,0,0,1,0,0,0,0,0,0,1,6,0,0,0,0,0,1
1,9,23,13,0,0,1,2,3,1,6,22,12,1,0,2,2,1,0,5,0,1,4,10,0,0,1,12,0,1
1,10,45,14,0,0,1,4,4,1,17,44,20,1,0,2,6,4,0,6,1,1,4,17,0,0,3,14,0,1
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1
0,4,44,6,4,14,1,1,0,0,15,15,0,0,0,2,15,2,0,3,0,0,4,13,1,0,0,2,0,0
0,3,16,0,4,0,0,0,1,0,5,14,0,0,0,4,0,5,0,0,0,1,1,5,0,0,0,0,0,0
0,23,39,1,0,1,1,1,0,0,7,8,1,0,0,4,5,0,0,4,0,0,0,16,3,0,0,0,0,0
1,3,8,0,0,0,2,0,0,0,6,8,0,0,0,0,0,2,0,0,0,0,0,6,2,0,0,0,0,0
1,15,17,1,0,0,3,1,0,0,9,8,1,0,0,1,2,1,0,0,0,2,1,9,0,0,0,2,1,0
2,4,15,18,3,1,0,0,0,0,5,12,10,0,0,0,3,4,0,1,0,0,2,20,1,0,0,7,0,0
0,33,206,5,0,3,6,4,0,0,9,6,0,2,0,3,5,3,0,0,0,0,0,65,0,0,0,0,0,0
1,13,36,1,0,0,3,1,2,0,4,2,0,0,0,0,0,0,0,0,0,0,0,17,2,0,0,5,0,0
1,0,11,1,0,1,0,1,0,0,5,25,1,0,0,0,1,3,0,4,0,1,3,5,0,0,1,0,0,0
0,5,50,0,0,1,0,1,2,0,4,16,1,0,0,0,1,3,0,0,0,1,0,15,0,0,0,0,0,0
0,10,87,1,0,0,6,5,3,0,7,15,3,0,0,2,1,3,0,0,0,0,0,25,0,0,0,4,1,0
0,0,36,5,1,2,1,0,0,0,7,8,3,0,0,1,3,10,0,0,0,2,3,14,1,0,1,1,0,0
0,5,12,11,4,0,0,0,0,0,6,12,1,0,0,0,1,3,0,3,0,1,3,8,1,0,0,0,0,0
0,2,25,4,0,2,1,0,0,0,3,12,0,0,0,0,2,0,0,1,0,0,1,11,2,0,0,0,0,0
0,0,1,2,0,0,0,0,0,0,0,1,2,0,0,0,1,1,0,0,0,1,2,1,1,0,0,3,0,1
1,0,2,6,0,0,0,0,0,0,1,0,3,0,0,0,3,0,0,0,0,0,1,1,1,0,0,4,0,0
0,3,52,3,0,0,0,2,0,0,2,35,3,0,0,1,0,0,0,1,0,0,1,25,3,0,0,1,0,0
0,5,5,1,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0
0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,1,9,2,0,0,0,1,0,0,4,1,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,0,0
0,1,11,1,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,0,0
0,2,21,0,0,0,0,0,1,0,8,15,0,0,0,0,1,3,0,1,0,1,0,6,0,0,0,0,0,0
0,0,18,1,0,0,1,0,0,0,3,16,5,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1
1,26,68,2,3,1,4,2,2,0,12,24,2,0,0,0,1,3,0,1,0,1,0,26,2,0,0,1,0,1
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,2,1,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
0,4,7,2,0,0,1,0,1,0,5,15,5,0,0,1,1,2,0,0,0,1,0,9,0,0,0,3,0,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5,20,56,2,0,1,12,4,0,0,11,15,4,0,0,0,0,2,0,3,0,0,1,41,0,0,0,1,1,0
3,3,6,2,0,0,0,0,0,0,6,9,3,0,0,2,1,4,0,4,0,1,0,6,0,0,0,2,0,1
0,4,42,1,0,0,2,0,0,0,5,12,1,0,0,3,6,1,0,2,1,1,3,19,1,0,0,2,1,1
0,1,22,1,0,4,1,0,0,0,2,26,0,0,0,0,5,0,0,0,0,0,2,4,1,0,0,2,0,1
1,4,8,4,0,0,3,2,2,0,15,20,5,0,0,2,1,1,0,3,0,2,2,5,0,0,2,2,2,1
0,0,8,0,0,0,0,1,0,0,7,11,0,0,0,1,2,0,0,4,0,0,0,6,0,0,0,0,1,1
0,1,5,0,0,0,0,0,0,0,6,6,3,0,0,0,0,1,0,1,0,0,0,6,0,0,0,0,0,0
1,0,3,0,0,0,0,0,1,0,10,12,1,0,0,0,2,2,0,11,0,0,0,2,0,0,0,0,0,0
1,9,27,29,18,7,6,6,3,1,24,31,18,0,0,2,9,5,0,4,0,1,2,36,0,0,1,19,1,0
0,1,7,0,0,0,1,0,0,0,4,4,0,1,0,0,1,3,0,0,0,0,0,2,0,0,0,2,0,0
0,0,14,0,1,0,1,0,0,0,4,23,1,0,0,1,0,3,0,1,0,0,0,6,0,0,0,0,0,0
0,15,20,4,2,1,4,0,0,0,6,6,2,0,0,4,3,5,0,0,0,1,1,9,3,0,0,0,5,0
0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
0,0,11,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0
0,1,6,0,0,0,0,0,0,0,3,5,0,0,0,0,0,2,0,1,0,0,0,4,0,0,0,0,0,0
0,0,9,1,0,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,3,5,1,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0
0,0,4,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,1,0,1,0,0,0,1,4,1,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,2,0,0,0,0,0,0,0,14,2,0,0,0,0,2,0,0,0,1,3,2,0,0,0,2,0,0
0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,1,1,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,1,1,0
0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,2,0
0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0,2,2,0,0,2,0,0,0,6,3,1,0,0,0,0,1,0,0,0,0,1,1,2,0,0,1,0,1
